Young's Modulus (Material),Poisson's Ratio (Material),Young's Modulus (Equipment),Poisson's Ratio (Equipment),Coefficient of Restitution (Interaction),Shear Modulus (Material),Shear Modulus (Equipment),Archard Wear Constant,Plate Angle,Particle Size,Factory Z Velocity,Damping Coefficient (η),Wear Rate
25934394272,0.332220678,37398744641,0.210654532,0.74659896,9733520389,15445671601,1.57E-09,36.5265424,0.008729546,-6.304510587,-244.8530625,0.003442827
7269478682,0.34086307,28163820154,0.220781896,0.527058377,2710746101,11535156384,2.57E-09,33.6605386,0.037945933,-9.145950282,-6004.863401,0.035910649
23729817049,0.25070974,63290292968,0.302656541,0.711774538,9486540434,24292778243,3.86E-09,11.35165668,0.008213181,-0.914323749,-225.9190641,0.000440217
4936235621,0.223647339,2.36E+11,0.266090115,0.298589872,2017017266,93140102214,7.12E-09,58.3021123,0.033990552,-4.201995461,-6830.83001,0.035771951
23828703493,0.269212871,99274572056,0.28729031,0.464538508,9387197387,38559511908,7.51E-09,22.52331686,0.020265064,-1.008380182,-2851.393964,0.003720962
9222945573,0.205882221,27706265496,0.274998683,0.396288589,3824148584,10865213380,7.59E-10,14.1525903,0.024301315,-8.295468117,-3570.465639,0.003730787
16665641458,0.234772738,1.74E+11,0.209752847,0.672186472,6748465103,72056428167,2.45E-09,34.72333649,0.022607435,-2.263089188,-2133.899019,0.004265845
15501593722,0.21037072,1.59E+11,0.309445293,0.533579885,6403655288,60578401610,6.66E-09,40.39731904,0.018940465,-1.442004725,-2031.35306,0.007988626
22463102187,0.230705298,2.10E+11,0.258166627,0.330009086,9126109320,83632240648,2.23E-09,41.89609079,0.01797908,-7.467940327,-4020.920664,0.014595009
16353188893,0.330434784,87878363486,0.252986392,0.750973079,6145806279,35067564985,7.01E-09,32.43077013,0.03716089,-0.270839667,-3125.253322,0.003074322
24634993265,0.269899035,48316188796,0.214088515,0.339028202,9699587360,19898132713,1.50E-09,44.81641515,0.022868903,-0.239094474,-5922.460745,0.001093409
18656794348,0.256354386,1.54E+11,0.282705471,0.704819079,7424972823,60181359311,1.41E-09,26.63199361,0.017393534,-0.733259209,-864.0568449,0.000508476
19021995759,0.285479809,2.32E+11,0.225860649,0.624668948,7398792118,94480373226,3.12E-09,36.20166112,0.02357859,-3.999494856,-2456.920268,0.006551115
10344362690,0.245450299,1.20E+11,0.293142795,0.38212082,4152860493,46282007949,1.70E-09,20.02408501,0.029233003,-8.513509955,-6345.948083,0.012752575
12963460083,0.215933556,69939339098,0.252434863,0.217821418,5330661374,27921347922,7.09E-09,40.77022287,0.005889922,-9.240324116,-390.8836639,0.034319888
24153023001,0.215531441,58970996235,0.296481294,0.696834018,9935169991,22742710015,7.93E-09,7.629979757,0.012711708,-2.502058989,-594.5632351,0.003515644
24737801435,0.293122484,1.37E+11,0.280661353,0.492368109,9565142416,53426939163,1.87E-09,32.16711973,0.018077238,-1.201133674,-2302.566487,0.001181652
6754603194,0.217783224,53215686042,0.216475194,0.44198338,2773319200,21872902256,6.79E-09,53.29512171,0.02818005,-0.347404502,-4254.526305,0.010749184
25494316478,0.347435566,37367977305,0.338986764,0.397284338,9460310056,13953826251,7.15E-09,21.01891422,0.018382144,-7.063123676,-3317.977383,0.023368125
11731610348,0.318611237,74158125326,0.232272225,0.797725308,4448472004,30089993038,9.38E-09,57.97798819,0.01612911,-3.821799649,-497.7670909,0.018199086
22602835040,0.238235466,2.06E+11,0.208230179,0.533775337,9127034260,85422051305,7.02E-09,57.29041268,0.029490627,-4.645190826,-6486.548897,0.039430229
17948639751,0.239768795,33041976988,0.308328148,0.704971919,7238704436,12627557178,1.76E-09,18.81863162,0.036149699,-2.961725259,-3896.409292,0.003497767
17727753581,0.272781899,2.62E+11,0.318093942,0.320753138,6964175717,99495241948,4.67E-09,48.73825514,0.031419141,-9.051624395,-10563.76033,0.088973025
